-89	95
-9	13608
-90	77
-91	73
-92	115
-93	55
-94	63
-95	72
-957	1
-96	68
-969	1
-97	48
-98	56
-99	66
0	1438
1	1201
10	838
100	134
1000	1
1002	1
1007	1
101	152
1012	1
1013	1
1014	1
102	157
1021	1
1022	1
1024	1
1027	1
1029	1
103	126
1033	1
104	138
1041	1
1045	1
1049	1
105	127
1050	1
1051	2
1052	1
1055	1
1056	2
106	141
1062	1
1065	1
1068	3
107	129
1070	1
1071	1
1073	1
1074	1
1075	1
1077	1
1078	1
1079	2
108	121
1080	2
1081	3
109	114
1090	1
1098	2
11	809
110	119
1102	1
1103	2
1104	2
1108	1
111	137
1110	1
1111	1
1114	1
1118	1
112	146
1120	1
1123	1
1124	3
1125	1
1126	1
1129	1
113	119
1130	1
1131	1
1132	1
1133	1
1134	1
1135	1
1137	2
114	106
1141	1
1145	1
1147	2
1148	1
115	105
1150	1
116	110
1160	1
1166	2
1169	1
117	103
1174	1
1179	1
118	132
1183	3
1185	1
1189	1
119	97
1190	1
1192	4
12	846
120	110
1204	1
1205	1
1207	1
121	105
1212	1
1214	1
122	116
123	100
1238	1
124	98
1242	1
125	93
1252	1
1254	1
1257	1
1259	1
126	94
1260	1
1262	1
1265	1
127	96
12710	1
1272	2
128	104
1289	1
129	106
1291	1
1292	1
13	833
130	92
1302	1
1307	2
131	86
1310	1
1312	1
1314	1
1316	1
132	81
1322	1
1324	1
1325	1
133	97
134	94
1343	2
1345	1
1346	1
135	77
1353	1
1355	1
136	74
1360	1
1364	1
1367	1
137	60
1374	1
138	69
1380	1
139	84
1390	1
1393	1
1397	1
14	804
140	82
1403	2
141	75
1411	1
142	67
1422	1
143	76
1438	1
144	73
145	74
1458	1
14591	1
146	70
147	78
1472	1
148	67
1488	1
149	74
1494	1
1495	1
15	726
150	51
1505	1
1509	1
151	70
1515	1
152	71
1522	1
153	76
1530	1
1538	1
154	72
1542	1
1545	1
155	68
156	62
1564	1
157	79
1574	1
158	60
1585	1
1589	1
159	57
1594	1
16	774
160	61
1600	1
161	68
162	52
1625	1
163	42
1630	2
164	52
165	56
1658	1
166	47
1666	1
1669	1
167	52
168	48
169	61
1695	2
17	745
170	48
1701	1
171	54
1715	1
1718	1
172	34
173	48
174	61
1748	1
175	28
1758	1
1759	1
176	41
1760	1
1766	1
177	48
178	54
1781	1
1788	1
179	40
18	711
180	42
1807	1
181	37
1819	1
182	35
183	41
184	50
185	44
186	39
187	40
188	38
1882	1
189	34
1893	1
19	703
190	44
1905	1
191	25
1911	1
1913	1
1916	1
1918	1
192	40
1922	1
193	35
1937	1
194	43
1946	1
195	39
196	35
1968	1
197	36
198	35
1981	1
1989	1
199	32
2	1111
20	667
200	26
201	43
2015	1
202	34
203	28
2039	1
204	43
205	31
206	37
207	36
2073	2
208	33
2087	1
209	40
21	752
210	37
2108	1
211	46
212	28
213	24
214	34
2140	1
215	27
216	25
217	22
218	22
219	22
22	664
220	34
2207	1
221	28
222	27
223	21
224	17
225	29
2256	1
226	22
2269	1
227	30
228	23
229	21
23	666
230	16
231	22
232	18
233	23
2337	1
234	22
235	17
236	30
237	22
238	24
2388	1
239	27
2399	1
24	648
240	14
2402	1
241	23
2410	1
242	25
2423	1
243	24
2430	1
244	15
2441	1
245	16
2451	1
246	24
2462	1
2465	1
2467	1
247	29
248	19
249	26
25	619
250	20
2501	1
251	19
252	21
253	14
254	13
255	19
2554	1
256	21
2560	2
257	19
2575	1
2577	1
258	18
259	26
26	644
260	15
2601	1
261	23
2611	1
262	19
263	16
2633	1
264	24
265	26
266	28
2664	1
267	24
268	20
269	23
27	599
270	25
271	21
2712	1
2714	1
272	22
273	14
274	19
275	20
276	20
277	6
278	13
279	17
28	522
280	10
281	12
282	15
2824	1
283	14
284	15
285	22
286	12
2866	1
287	19
288	15
2888	1
289	18
2891	1
29	572
290	14
2901	1
291	15
292	11
2927	1
293	14
294	19
295	13
296	18
2962	1
297	9
298	7
299	15
3	1038
30	563
300	10
301	12
302	11
303	9
304	19
305	12
3056	1
3057	1
306	17
307	9
308	8
309	15
3099	1
31	536
310	21
311	13
312	18
313	19
314	14
315	8
316	9
317	11
3171	1
318	11
319	11
32	517
320	15
321	16
322	7
323	10
3232	1
324	10
325	13
326	9
327	14
328	8
329	11
33	537
330	12
331	8
332	11
333	13
334	8
335	8
336	9
337	4
338	11
339	10
34	582
340	10
341	9
3411	1
342	17
343	12
344	11
3447	1
345	11
346	11
347	14
3472	1
348	13
349	10
35	530
350	7
351	9
3510	1
352	7
353	11
354	11
355	11
3550	1
356	9
357	6
358	6
359	9
36	525
360	12
361	8
3617	1
362	7
363	8
364	12
3648	1
365	11
366	10
367	9
368	9
369	10
37	486
370	8
371	6
372	10
373	7
374	6
375	9
376	3
377	5
378	9
379	8
38	471
380	10
381	3
382	5
383	4
384	3
385	11
386	11
387	5
388	5
389	7
39	494
390	4
3904	1
391	4
392	8
393	2
394	6
395	7
396	6
397	3
398	4
399	4
4	984
40	458
400	5
401	8
402	9
4021	1
403	10
404	5
4047	1
405	10
406	9
407	8
408	8
409	13
41	450
410	7
4101	1
411	10
412	11
413	6
414	9
415	4
416	5
4166	1
417	7
418	11
419	10
42	432
420	4
421	7
422	4
423	3
424	9
4245	1
425	5
426	6
427	8
4279	1
428	6
429	6
43	450
430	9
431	10
4319	1
432	6
4323	1
433	2
434	10
435	4
436	5
437	8
438	3
439	2
44	407
440	9
441	5
442	4
443	4
444	5
445	4
446	5
447	6
448	3
449	6
45	401
450	3
451	4
452	11
4522	1
4525	1
453	5
454	12
455	7
456	5
457	7
458	5
459	9
46	402
460	6
461	10
462	3
463	10
464	4
465	11
466	5
4661	1
467	2
468	4
469	6
47	385
470	5
471	6
472	5
473	4
474	4
475	3
477	5
478	3
479	4
48	406
480	5
481	4
482	9
483	5
484	3
485	6
486	2
487	7
488	4
4882	1
489	3
49	385
490	6
491	10
492	3
493	3
494	5
495	5
496	3
497	5
498	5
499	6
5	990
50	333
501	1
502	4
503	5
504	3
505	2
506	4
507	3
508	3
509	5
51	382
510	5
511	1
512	5
513	3
514	3
515	4
516	2
517	1
519	7
52	339
520	3
521	1
523	7
524	4
525	6
526	4
527	6
528	5
529	3
53	324
530	1
531	8
532	2
533	3
534	5
535	4
536	5
537	3
538	2
539	4
54	344
540	1
541	5
5415	1
542	3
543	4
544	4
545	1
546	3
547	3
548	1
549	2
55	339
550	6
551	5
552	2
553	2
554	1
555	4
556	4
557	4
558	4
559	8
56	326
560	5
561	2
562	4
563	5
564	3
565	3
566	3
567	2
568	4
569	6
57	321
570	7
571	4
572	3
573	5
574	3
575	2
576	3
577	3
578	3
579	3
58	330
581	2
582	2
584	3
585	3
586	1
587	4
588	4
589	2
59	316
590	2
591	1
592	6
593	4
594	6
596	1
597	7
598	2
599	2
6	885
60	327
600	1
601	4
602	1
603	2
6039	1
604	3
605	4
606	3
607	3
608	1
609	2
61	321
610	4
611	3
612	2
613	2
614	5
615	2
616	2
617	3
618	3
619	2
62	338
621	4
622	1
623	2
624	1
626	5
627	4
628	4
629	1
63	298
630	1
631	3
632	3
633	2
634	1
635	3
636	2
637	5
638	7
639	2
64	282
640	1
641	5
642	1
643	4
644	2
645	3
646	4
647	2
648	3
649	2
65	277
650	6
651	1
652	2
653	7
655	2
656	2
657	4
658	2
659	3
66	282
660	4
661	1
662	3
663	2
665	2
666	1
668	2
669	1
67	245
670	3
671	2
672	1
673	1
674	1
675	1
676	4
677	2
678	2
68	277
680	1
681	1
682	1
683	3
684	1
685	4
686	2
687	1
688	2
689	2
69	273
690	1
692	1
693	4
696	1
697	3
698	5
7	844
70	280
700	4
701	2
703	2
704	3
705	1
706	4
707	5
708	2
709	6
71	239
710	4
711	2
712	3
713	3
714	1
715	1
716	2
717	1
718	2
719	2
72	242
720	1
724	1
725	1
727	2
728	1
73	274
730	1
732	1
733	3
734	3
735	1
737	2
739	1
74	257
740	3
741	1
742	2
743	2
744	2
745	1
746	1
747	1
748	2
749	3
75	224
750	1
751	2
754	1
755	2
756	1
757	3
76	240
760	1
761	3
762	2
764	2
765	3
766	1
767	1
768	1
769	3
77	243
772	1
774	1
775	1
776	1
778	1
78	242
780	2
783	3
784	1
785	1
787	2
788	1
789	1
79	208
790	1
791	1
792	4
793	1
794	1
795	2
797	1
798	1
8	913
80	237
801	1
802	1
803	1
804	1
806	1
807	4
808	1
81	191
813	1
814	3
815	1
816	1
817	1
818	1
819	2
82	212
820	1
821	2
823	2
828	1
829	2
83	198
831	1
832	2
834	1
835	1
836	1
838	1
839	2
84	218
841	1
844	2
846	2
848	1
849	2
85	185
850	1
852	2
853	1
854	2
855	1
856	1
858	2
86	195
862	2
863	1
864	1
865	1
867	1
869	1
87	182
871	1
872	1
8732	1
874	2
88	186
880	2
882	1
883	1
884	1
885	1
886	3
888	2
889	1
89	174
890	2
891	2
894	3
895	1
896	3
898	1
899	1
9	807
90	172
901	3
902	1
905	1
906	1
907	2
908	1
909	1
91	179
911	2
912	1
913	1
914	1
915	1
916	3
917	1
92	163
922	1
924	2
926	1
929	1
93	153
934	5
935	2
94	176
940	2
944	2
945	1
95	153
951	3
952	1
954	1
958	1
96	187
960	1
961	1
962	1
964	1
966	1
967	1
969	1
97	157
970	1
974	1
976	1
977	1
98	143
980	1
981	1
986	1
987	1
988	3
99	145
990	2
994	2
999	1
